HDFname,Product,Date,Site,ProcessDate,Band,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
MOD15A2.A2009057.fn_usmetypp.005.2009069052327.FparLai_QC,MOD15A2,A2009057,fn_usmetypp,2009069052327,FparLai_QC,01100001,01100001,00001000,00000000,00000000,00000000,01110001,01100001,01100001,00001000,00001000,01110001,01110001,01100001,01100001,01100001,01100001,01100001,01100001,01100001,01100001,01100001,01100001,01100001,01100001,01100001,01100001,01100001,01100001,01100001,01100001,01100001,01100001,01100001,01100001,01100001,00001000,01100001,00001000,00001000,01100001,01110001,01100001,01100001,01100001,01100001,01100001,00000000,01100001
MOD15A2.A2009057.fn_usmetypp.005.2009069052327.FparStdDev_1km,MOD15A2,A2009057,fn_usmetypp,2009069052327,FparStdDev_1km,248,248,6,6,6,6,248,248,248,10,9,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,0,248,0,0,248,248,248,248,248,248,248,13,248
MOD15A2.A2009057.fn_usmetypp.005.2009069052327.Fpar_1km,MOD15A2,A2009057,fn_usmetypp,2009069052327,Fpar_1km,19,23,27,26,27,29,20,19,27,26,27,18,15,17,30,32,27,23,21,23,31,22,25,26,21,20,26,23,29,24,22,22,21,19,12,24,10,20,9,30,18,5,16,17,17,17,19,24,16
MOD15A2.A2009057.fn_usmetypp.005.2009069052327.LaiStdDev_1km,MOD15A2,A2009057,fn_usmetypp,2009069052327,LaiStdDev_1km,248,248,1,1,1,1,248,248,248,2,2,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,0,248,0,0,248,248,248,248,248,248,248,2,248
MOD15A2.A2009057.fn_usmetypp.005.2009069052327.Lai_1km,MOD15A2,A2009057,fn_usmetypp,2009069052327,Lai_1km,4,4,4,4,5,5,4,4,5,4,4,4,3,3,6,7,5,5,4,5,7,4,5,5,4,4,5,5,6,5,4,4,4,4,2,5,1,4,1,3,4,1,3,3,3,3,4,3,3
MOD15A2.A2009065.fn_usmetypp.005.2009076002025.FparExtra_QC,MOD15A2,A2009065,fn_usmetypp,2009076002025,FparExtra_QC,00001000,00001000,00001000,00001000,00001000,00001100,00001100,00001000,00001000,00001000,00001000,00001000,00001100,00001100,00001000,00001000,00001000,00001000,00001100,00001100,00001100,00001000,00001000,00001000,00001000,00001100,00001100,00001000,00001000,00001000,01001000,00110000,00001000,00001000,00110000,00001000,10001000,01001000,10000000,01001000,01001000,00110000,00001000,00001000,01001000,01001000,00001000,10001000,01000000
MOD15A2.A2009065.fn_usmetypp.005.2009076002025.FparLai_QC,MOD15A2,A2009065,fn_usmetypp,2009076002025,FparLai_QC,00000000,00000000,00000000,00000000,00000000,01100001,01100001,00000000,00000000,00000000,00000000,01100001,01100001,01100001,00000000,00000000,00000000,01100001,01100001,01100001,00000000,00000000,00000000,01100001,01100001,01100001,01100001,01100001,00000000,00000000,00000000,00001000,01100001,01100001,00001000,00000000,00000000,00000000,00010000,00000000,00000000,00001000,00000000,00000000,00000000,00000000,00010000,00001000,00010000
MOD15A2.A2009065.fn_usmetypp.005.2009076002025.FparStdDev_1km,MOD15A2,A2009065,fn_usmetypp,2009076002025,FparStdDev_1km,9,10,10,10,10,248,248,10,10,11,13,248,248,248,10,11,10,248,248,248,11,10,12,248,248,248,248,248,9,11,11,5,248,248,5,9,6,7,5,6,10,7,0,8,11,12,4,6,8
MOD15A2.A2009065.fn_usmetypp.005.2009076002025.Fpar_1km,MOD15A2,A2009065,fn_usmetypp,2009076002025,Fpar_1km,57,57,59,64,61,37,24,57,62,66,64,26,21,24,58,65,71,49,37,45,65,58,69,53,38,39,41,31,66,63,60,41,46,33,41,50,45,64,62,69,58,35,46,55,65,67,65,37,53
MOD15A2.A2009065.fn_usmetypp.005.2009076002025.LaiStdDev_1km,MOD15A2,A2009065,fn_usmetypp,2009076002025,LaiStdDev_1km,3,4,4,6,4,248,248,4,4,10,10,248,248,248,4,9,11,248,248,248,9,4,11,248,248,248,248,248,5,6,4,1,248,248,1,3,2,3,2,3,4,1,0,3,8,10,2,2,3
MOD15A2.A2009065.fn_usmetypp.005.2009076002025.Lai_1km,MOD15A2,A2009065,fn_usmetypp,2009076002025,Lai_1km,12,13,13,16,15,8,5,13,15,18,17,5,4,5,13,18,21,12,8,11,18,13,20,14,9,9,10,7,16,15,14,7,11,7,7,11,9,15,14,17,13,4,9,12,17,18,15,8,12
MOD15A2.A2009073.fn_usmetypp.005.2009084211751.FparExtra_QC,MOD15A2,A2009073,fn_usmetypp,2009084211751,FparExtra_QC,01001000,01001000,01001000,01000000,01000000,00100000,00100000,01001000,01000000,01000000,01000000,01000000,01000000,01000100,01001000,01000000,01000000,01001000,01001100,01000100,01000100,01001000,01001000,01001000,01001000,01000100,01000100,01000100,01001000,01001000,01001000,01000000,01000000,00100000,00110000,01001000,11000000,00100000,11000000,00110000,01000000,00000000,01000000,00100000,01000000,01000000,01000000,10001000,00001000
MOD15A2.A2009073.fn_usmetypp.005.2009084211751.FparLai_QC,MOD15A2,A2009073,fn_usmetypp,2009084211751,FparLai_QC,00000000,00000000,00000000,00000000,00000000,01110001,01110001,00000000,00000000,00000000,00010000,01110001,01110001,01100001,00000000,00000000,00010000,00010000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00010000,00000000,00000000,00010000,00010000,00010000,00000000,00000000,00010000,00000000,00001000,00000000,00000000,00010000,00001000,00000000,00000000,00000000,00000000,00000000
MOD15A2.A2009073.fn_usmetypp.005.2009084211751.FparStdDev_1km,MOD15A2,A2009073,fn_usmetypp,2009084211751,FparStdDev_1km,9,9,10,7,11,248,248,8,10,10,5,248,248,248,8,8,10,11,11,10,11,6,7,5,6,6,8,13,7,6,6,6,9,9,11,8,5,8,6,11,6,6,11,12,7,8,11,0,10
MOD15A2.A2009073.fn_usmetypp.005.2009084211751.Fpar_1km,MOD15A2,A2009073,fn_usmetypp,2009084211751,Fpar_1km,58,56,52,43,20,17,12,56,59,58,41,14,10,14,48,52,51,43,40,40,37,40,43,39,29,28,32,29,41,28,28,28,33,33,29,34,40,33,52,33,51,27,29,29,64,64,58,36,56
MOD15A2.A2009073.fn_usmetypp.005.2009084211751.LaiStdDev_1km,MOD15A2,A2009073,fn_usmetypp,2009084211751,LaiStdDev_1km,3,3,3,2,2,248,248,3,4,4,1,248,248,248,2,3,3,3,3,2,3,2,2,1,1,1,2,3,2,1,1,1,2,2,2,2,1,2,2,2,2,1,2,2,3,4,4,0,4
MOD15A2.A2009073.fn_usmetypp.005.2009084211751.Lai_1km,MOD15A2,A2009073,fn_usmetypp,2009084211751,Lai_1km,13,12,11,8,3,3,2,12,14,13,7,3,2,3,10,11,11,8,7,7,7,8,9,8,5,5,6,5,8,5,5,5,6,6,5,6,8,6,11,6,10,5,5,5,15,15,13,8,12
MOD15A2.A2009081.fn_usmetypp.005.2009092223359.FparExtra_QC,MOD15A2,A2009081,fn_usmetypp,2009092223359,FparExtra_QC,00100000,01000000,01000000,00000000,00100000,01000000,00100000,01000000,00000000,00100000,01000000,00100000,01000000,01000100,00000000,00100000,01000000,00100000,00100000,01000000,01000000,00100000,00110000,00000000,00000000,01000000,00001000,00001000,00100000,01000000,00000000,00001000,00001000,00110000,00001000,00001000,10001000,00001000,10000000,01001000,01001000,01001000,00001000,01001000,01001000,01001000,01001000,11001000,00000000
MOD15A2.A2009081.fn_usmetypp.005.2009092223359.FparLai_QC,MOD15A2,A2009081,fn_usmetypp,2009092223359,FparLai_QC,00000000,00000000,00000000,00000000,00010000,01100001,01110001,00000000,00000000,00001000,00000000,01110001,01110001,01100001,00000000,00001000,01100001,01101001,01101001,01110001,01110001,00001000,00010000,01110001,01100001,00000000,01100001,01100001,00000000,00000000,00000000,00000000,00000000,00001000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
MOD15A2.A2009081.fn_usmetypp.005.2009092223359.FparStdDev_1km,MOD15A2,A2009081,fn_usmetypp,2009092223359,FparStdDev_1km,9,10,9,7,8,248,248,10,7,8,6,248,248,248,6,9,248,248,248,248,248,9,0,248,248,4,248,248,0,6,6,8,4,7,9,9,6,8,4,14,8,7,8,9,4,8,6,3,8
MOD15A2.A2009081.fn_usmetypp.005.2009092223359.Fpar_1km,MOD15A2,A2009081,fn_usmetypp,2009092223359,Fpar_1km,47,49,57,62,37,29,21,51,56,35,27,18,20,26,54,35,27,34,38,46,53,34,36,51,50,50,52,34,36,54,61,62,61,35,57,59,40,59,46,72,58,37,55,56,61,64,61,38,56
MOD15A2.A2009081.fn_usmetypp.005.2009092223359.LaiStdDev_1km,MOD15A2,A2009081,fn_usmetypp,2009092223359,LaiStdDev_1km,3,3,3,3,2,248,248,3,2,2,1,248,248,248,2,2,248,248,248,248,248,2,0,248,248,1,248,248,0,2,3,3,2,2,4,4,2,3,1,18,3,2,3,3,2,4,2,1,3
MOD15A2.A2009081.fn_usmetypp.005.2009092223359.Lai_1km,MOD15A2,A2009081,fn_usmetypp,2009092223359,Lai_1km,9,10,12,14,6,6,4,10,12,6,5,4,4,5,11,6,6,7,9,11,14,6,6,13,12,10,13,8,6,11,14,14,14,6,13,13,8,13,9,25,12,7,11,12,13,15,14,9,12
MOD15A2.A2009089.fn_usmetypp.005.2009100151947.FparExtra_QC,MOD15A2,A2009089,fn_usmetypp,2009100151947,FparExtra_QC,00000000,00000000,00000000,00000000,00000000,00110000,01001000,00000000,00000000,00000000,00000000,00110000,00110000,00001000,00000000,00000000,00000000,00110000,00110000,00001000,00001000,01000000,00000000,00000000,00000000,00000000,00000000,00110000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,10000000,00000000,10000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,10000000,00000000
MOD15A2.A2009089.fn_usmetypp.005.2009100151947.FparLai_QC,MOD15A2,A2009089,fn_usmetypp,2009100151947,FparLai_QC,00000000,00000000,00000000,00000000,00000000,00001000,01100001,00000000,00000000,00000000,00000000,00001000,00010000,01100001,00000000,00000000,00000000,00001000,00001000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00010000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
MOD15A2.A2009089.fn_usmetypp.005.2009100151947.FparStdDev_1km,MOD15A2,A2009089,fn_usmetypp,2009100151947,FparStdDev_1km,10,10,9,10,7,9,248,9,8,11,4,7,0,248,9,10,6,7,7,5,5,9,7,8,10,9,7,10,10,8,9,9,9,9,9,9,5,9,5,10,10,9,8,8,8,9,8,5,10
MOD15A2.A2009089.fn_usmetypp.005.2009100151947.Fpar_1km,MOD15A2,A2009089,fn_usmetypp,2009100151947,Fpar_1km,59,58,60,66,63,34,27,57,62,73,64,35,36,33,63,72,68,43,44,66,66,63,68,68,61,63,68,37,65,61,59,64,64,64,58,59,38,57,41,61,59,33,55,55,56,57,55,35,51
MOD15A2.A2009089.fn_usmetypp.005.2009100151947.LaiStdDev_1km,MOD15A2,A2009089,fn_usmetypp,2009100151947,LaiStdDev_1km,4,4,4,6,3,2,248,3,4,11,2,2,0,248,5,10,3,2,2,2,2,4,4,4,4,4,4,2,5,3,4,5,5,4,4,4,1,3,1,4,4,2,3,3,3,3,3,1,3
MOD15A2.A2009089.fn_usmetypp.005.2009100151947.Lai_1km,MOD15A2,A2009089,fn_usmetypp,2009100151947,Lai_1km,13,13,14,17,15,6,6,12,15,22,15,6,6,7,15,21,16,8,8,16,15,15,17,17,14,15,17,7,16,14,13,16,16,16,13,14,7,13,8,14,14,6,11,12,12,13,12,8,11
MOD15A2.A2009097.fn_usmetypp.005.2009108111417.FparExtra_QC,MOD15A2,A2009097,fn_usmetypp,2009108111417,FparExtra_QC,00110000,01000000,01000000,00110000,00110000,00110000,00110000,01000000,01000000,00110000,00110000,00110000,00110000,01000000,01000000,01000000,01000000,00100000,00100000,01000000,01001000,01000000,01000000,01000000,01000000,01000000,01000000,01001000,01000000,00110000,00100000,01000000,01001000,01000000,01001000,01000000,11000000,00001000,11000000,01001000,01001000,01001000,00001000,00001000,01001000,01001000,01000000,11000000,00000000
MOD15A2.A2009097.fn_usmetypp.005.2009108111417.FparLai_QC,MOD15A2,A2009097,fn_usmetypp,2009108111417,FparLai_QC,00010000,00000000,00000000,00000000,00000000,00010000,01110001,00000000,00000000,00010000,00010000,01110001,00010000,00000000,00000000,00000000,00010000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00001000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
MOD15A2.A2009097.fn_usmetypp.005.2009108111417.FparStdDev_1km,MOD15A2,A2009097,fn_usmetypp,2009108111417,FparStdDev_1km,9,8,12,10,10,9,248,10,11,9,9,248,9,11,11,11,10,9,9,4,9,11,10,10,10,8,9,9,11,0,8,8,4,10,9,9,5,10,5,10,10,6,10,9,9,8,9,5,9
MOD15A2.A2009097.fn_usmetypp.005.2009108111417.Fpar_1km,MOD15A2,A2009097,fn_usmetypp,2009108111417,Fpar_1km,47,44,43,38,38,35,20,47,48,45,45,25,46,49,50,52,57,57,56,60,71,50,55,51,49,62,71,63,49,55,59,63,58,54,52,57,23,50,37,52,49,28,48,48,46,44,48,23,45
MOD15A2.A2009097.fn_usmetypp.005.2009108111417.LaiStdDev_1km,MOD15A2,A2009097,fn_usmetypp,2009108111417,LaiStdDev_1km,3,2,3,2,2,2,248,3,3,3,3,248,2,3,3,4,4,3,3,2,6,3,3,3,3,3,7,4,3,0,3,4,1,3,3,3,1,3,1,3,3,1,3,3,3,2,3,1,2
MOD15A2.A2009097.fn_usmetypp.005.2009108111417.Lai_1km,MOD15A2,A2009097,fn_usmetypp,2009108111417,Lai_1km,9,9,8,7,7,6,4,9,10,9,9,5,9,10,10,11,13,13,12,13,19,10,12,11,10,14,19,15,10,11,13,15,12,12,11,12,4,10,7,11,10,5,10,10,9,9,10,5,9
MOD15A2.A2009105.fn_usmetypp.005.2009125081344.FparExtra_QC,MOD15A2,A2009105,fn_usmetypp,2009125081344,FparExtra_QC,00000000,00000000,00000000,01000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,01000000,00000000,00000000,00000000,00000000,00000000,01000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,01000000,00000000,10000000,01000000,11000000,01000000,01000000,01000000,01000000,01000000,01000000,01000000,01000000,11000000,01000000
MOD15A2.A2009105.fn_usmetypp.005.2009125081344.FparLai_QC,MOD15A2,A2009105,fn_usmetypp,2009125081344,FparLai_QC,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
MOD15A2.A2009105.fn_usmetypp.005.2009125081344.FparStdDev_1km,MOD15A2,A2009105,fn_usmetypp,2009125081344,FparStdDev_1km,9,9,14,7,13,12,8,11,13,12,11,14,9,14,13,12,3,12,12,12,12,13,8,13,14,15,13,14,13,14,14,8,3,6,8,14,4,6,4,4,8,9,8,9,8,8,8,5,9
MOD15A2.A2009105.fn_usmetypp.005.2009125081344.Fpar_1km,MOD15A2,A2009105,fn_usmetypp,2009125081344,Fpar_1km,58,59,65,69,72,74,66,58,67,73,74,69,64,72,67,73,78,74,75,76,75,68,73,72,71,72,75,71,70,69,70,65,65,61,56,68,40,62,48,58,56,33,55,57,56,56,57,33,48
MOD15A2.A2009105.fn_usmetypp.005.2009125081344.LaiStdDev_1km,MOD15A2,A2009105,fn_usmetypp,2009125081344,LaiStdDev_1km,3,4,14,4,17,17,4,5,15,16,12,16,5,18,15,16,2,17,18,18,18,15,5,17,18,19,19,18,16,17,18,4,1,2,3,17,1,3,1,1,3,2,3,3,3,3,3,1,3
MOD15A2.A2009105.fn_usmetypp.005.2009125081344.Lai_1km,MOD15A2,A2009105,fn_usmetypp,2009125081344,Lai_1km,13,16,19,17,24,26,16,13,20,25,26,22,16,25,20,24,22,26,27,28,27,21,20,24,25,25,27,25,23,22,23,15,15,14,12,22,8,14,10,12,12,6,11,12,12,12,12,8,10
MOD15A2.A2009113.fn_usmetypp.005.2009130101935.FparExtra_QC,MOD15A2,A2009113,fn_usmetypp,2009130101935,FparExtra_QC,00000000,00000000,00000000,00000000,01000000,01000000,00001000,00000000,00000000,00000000,00000000,00001000,01000000,01000000,00000000,00000000,00000000,00001000,00001000,00001000,00001000,00000000,00000000,00001000,00001000,00001000,00001000,01000000,00000000,00000000,00000000,00001000,00001000,00001000,01000000,00000000,10000000,00000000,10000000,00001000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,10000000,00000000
MOD15A2.A2009113.fn_usmetypp.005.2009130101935.FparLai_QC,MOD15A2,A2009113,fn_usmetypp,2009130101935,FparLai_QC,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
MOD15A2.A2009113.fn_usmetypp.005.2009130101935.FparStdDev_1km,MOD15A2,A2009113,fn_usmetypp,2009130101935,FparStdDev_1km,10,10,8,7,5,10,8,8,7,5,2,7,3,5,8,5,2,8,8,8,7,5,5,8,9,9,7,8,2,0,0,8,9,9,8,3,5,0,3,9,5,10,3,5,5,5,6,4,8
MOD15A2.A2009113.fn_usmetypp.005.2009130101935.Fpar_1km,MOD15A2,A2009113,fn_usmetypp,2009130101935,Fpar_1km,61,60,63,66,57,60,51,59,63,69,67,49,52,54,63,69,74,53,54,54,52,61,69,53,50,50,53,60,63,61,55,49,52,54,49,58,45,55,49,51,54,33,52,54,54,54,56,34,50
MOD15A2.A2009113.fn_usmetypp.005.2009130101935.LaiStdDev_1km,MOD15A2,A2009113,fn_usmetypp,2009130101935,LaiStdDev_1km,5,5,4,4,2,6,3,4,4,3,1,3,1,2,4,3,2,3,4,4,3,2,3,4,4,3,3,4,1,0,0,3,4,4,3,1,2,0,1,4,2,3,1,2,2,2,2,1,3
MOD15A2.A2009113.fn_usmetypp.005.2009130101935.Lai_1km,MOD15A2,A2009113,fn_usmetypp,2009130101935,Lai_1km,17,17,18,19,15,17,13,16,17,21,19,13,12,13,18,21,24,14,15,15,14,16,20,14,13,13,14,16,17,16,14,13,14,15,12,15,11,14,12,13,13,7,12,13,13,13,14,10,12
MOD15A2.A2009121.fn_usmetypp.005.2009131172625.FparExtra_QC,MOD15A2,A2009121,fn_usmetypp,2009131172625,FparExtra_QC,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,01000000,01000000,00000000,11001000,01000000,11001000,01001000,00001000,00000000,01000000,01000000,01001000,01000000,00001000,10000000,00001000
MOD15A2.A2009121.fn_usmetypp.005.2009131172625.FparLai_QC,MOD15A2,A2009121,fn_usmetypp,2009131172625,FparLai_QC,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
MOD15A2.A2009121.fn_usmetypp.005.2009131172625.FparStdDev_1km,MOD15A2,A2009121,fn_usmetypp,2009131172625,FparStdDev_1km,9,9,10,10,9,8,6,7,8,8,11,6,6,7,9,8,8,7,6,6,8,8,8,6,7,7,6,6,8,7,8,7,6,4,11,7,4,6,4,13,11,8,8,8,9,8,8,5,9
MOD15A2.A2009121.fn_usmetypp.005.2009131172625.Fpar_1km,MOD15A2,A2009121,fn_usmetypp,2009131172625,Fpar_1km,59,59,59,62,65,70,61,56,57,65,73,61,56,57,59,64,70,65,62,61,65,58,65,61,57,58,61,56,59,57,54,57,56,65,56,56,40,56,46,67,58,29,51,56,56,56,56,32,50
MOD15A2.A2009121.fn_usmetypp.005.2009131172625.LaiStdDev_1km,MOD15A2,A2009121,fn_usmetypp,2009131172625,LaiStdDev_1km,5,5,5,5,6,5,3,3,4,5,12,3,3,3,5,5,5,4,3,3,5,4,5,3,3,3,3,3,4,3,3,3,2,2,6,3,1,3,1,13,6,2,3,4,4,4,4,2,3
MOD15A2.A2009121.fn_usmetypp.005.2009131172625.Lai_1km,MOD15A2,A2009121,fn_usmetypp,2009131172625,Lai_1km,16,16,16,18,19,21,16,14,15,19,26,16,14,15,16,18,22,19,17,16,19,15,19,16,14,15,16,14,15,14,13,14,14,18,15,14,9,14,12,22,16,6,12,14,15,15,15,9,12
MOD15A2.A2009129.fn_usmetypp.005.2009139121645.FparExtra_QC,MOD15A2,A2009129,fn_usmetypp,2009139121645,FparExtra_QC,00000000,01000000,01000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,01000000,00000000,00000000,00000000,00000000,01000000,00000000,00000000,11000000,00000000,11000000,00000000,01000000,01000000,00000000,00000000,00000000,01000000,01000000,11000000,01000000
MOD15A2.A2009129.fn_usmetypp.005.2009139121645.FparLai_QC,MOD15A2,A2009129,fn_usmetypp,2009139121645,FparLai_QC,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
MOD15A2.A2009129.fn_usmetypp.005.2009139121645.FparStdDev_1km,MOD15A2,A2009129,fn_usmetypp,2009139121645,FparStdDev_1km,7,6,5,8,10,8,6,9,9,9,9,7,7,6,10,8,8,6,7,7,8,8,8,7,6,7,7,6,7,9,9,7,5,9,8,9,4,8,4,8,5,10,8,8,8,9,5,5,9
MOD15A2.A2009129.fn_usmetypp.005.2009139121645.Fpar_1km,MOD15A2,A2009129,fn_usmetypp,2009139121645,Fpar_1km,57,55,54,58,62,64,56,51,53,59,65,58,53,55,53,58,65,61,57,57,58,57,59,57,56,56,57,55,57,52,51,55,53,54,48,51,43,50,42,51,54,33,49,49,48,59,55,37,51
MOD15A2.A2009129.fn_usmetypp.005.2009139121645.LaiStdDev_1km,MOD15A2,A2009129,fn_usmetypp,2009139121645,LaiStdDev_1km,3,2,2,4,5,5,3,4,4,5,5,3,3,2,4,4,5,3,3,3,4,3,4,3,3,3,3,2,3,3,3,3,2,4,3,3,1,3,1,3,2,3,3,3,3,4,2,2,3
MOD15A2.A2009129.fn_usmetypp.005.2009139121645.Lai_1km,MOD15A2,A2009129,fn_usmetypp,2009139121645,Lai_1km,14,14,13,15,17,18,14,13,13,16,19,15,13,14,13,15,19,16,14,15,15,15,15,15,14,14,15,14,14,13,12,14,13,14,11,12,10,12,9,12,13,7,11,11,11,16,14,11,12
MOD15A2.A2009137.fn_usmetypp.005.2009149150216.FparExtra_QC,MOD15A2,A2009137,fn_usmetypp,2009149150216,FparExtra_QC,01000000,01001000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,10000000,01000000,10000000,01000000,01000000,00000000,00000000,00000000,00000000,01000000,01000000,10000000,00000000
MOD15A2.A2009137.fn_usmetypp.005.2009149150216.FparLai_QC,MOD15A2,A2009137,fn_usmetypp,2009149150216,FparLai_QC,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
MOD15A2.A2009137.fn_usmetypp.005.2009149150216.FparStdDev_1km,MOD15A2,A2009137,fn_usmetypp,2009149150216,FparStdDev_1km,7,8,13,12,12,12,13,14,14,13,7,13,6,5,14,13,12,12,13,2,13,14,13,13,3,4,4,3,13,6,6,5,0,7,8,6,5,6,5,4,8,10,8,7,10,5,6,5,7
MOD15A2.A2009137.fn_usmetypp.005.2009149150216.Fpar_1km,MOD15A2,A2009137,fn_usmetypp,2009149150216,Fpar_1km,68,64,62,68,68,68,68,62,63,69,69,68,57,60,62,68,71,69,68,64,71,62,68,68,59,61,62,59,68,58,58,57,55,55,50,58,40,56,45,59,52,33,51,49,50,54,56,36,49
MOD15A2.A2009137.fn_usmetypp.005.2009149150216.LaiStdDev_1km,MOD15A2,A2009137,fn_usmetypp,2009149150216,LaiStdDev_1km,4,5,11,12,12,12,13,12,12,12,5,13,3,3,11,12,12,13,14,1,14,12,12,13,1,2,2,1,13,3,3,2,0,3,3,3,2,2,2,2,3,3,3,3,4,2,3,2,3
MOD15A2.A2009137.fn_usmetypp.005.2009149150216.Lai_1km,MOD15A2,A2009137,fn_usmetypp,2009149150216,Lai_1km,20,18,19,23,23,23,23,20,20,23,21,23,15,16,19,23,25,24,23,17,26,19,23,23,15,16,16,15,23,15,15,14,14,14,12,15,9,14,11,15,13,7,12,11,12,13,14,11,11
MOD15A2.A2009145.fn_usmetypp.005.2009155122643.FparExtra_QC,MOD15A2,A2009145,fn_usmetypp,2009155122643,FparExtra_QC,01001000,01000000,01000000,01000000,01000000,00000000,00000000,01000000,01000000,01000000,01000000,00000000,00000000,00100000,01000000,01000000,01000000,01000000,00000000,00000000,00000000,01000000,01001000,01000000,00000000,00000000,00000000,00000000,01000000,01000000,01000000,00000000,00000000,00000000,00000000,01000000,11000000,01000000,10000000,00000000,00000000,00000000,01000000,00000000,00000000,00000000,00000000,10000000,00000000
MOD15A2.A2009145.fn_usmetypp.005.2009155122643.FparLai_QC,MOD15A2,A2009145,fn_usmetypp,2009155122643,FparLai_QC,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00001000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
